"","site_code","site_type","site_name","region","ca_mpa_name_short","site_pair","mpa_status","mpa_type","latitude","longitude","mpa_type.1","year","month","month_num","day","bruv","species_code","common_name","genus","species","family","order","class","subclass","trophic_group","broad_trophic","targeted","geog","op_code","max_n","taxonomic_unit"
"1944","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,3,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv3",1,1
"1945","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,3,NA,"graceful rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv3",1,1
"1946","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv3",3,0
"1947","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,3,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv3",2,1
"1948","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv4",21,1
"1949","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv4",5,1
"1950","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv4",1,1
"1951","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,NA,"graceful rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv4",1,1
"1952","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv4",4,0
"1953","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,NA,"pacific mole crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv4",1,1
"1954","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,4,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv4",1,1
"1955","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"unknown sardine","Sardinops",NA,"Clupeidae","Clupeiformes","Actinopteri","Teleostei","planktivore","planktivore",NA,4,"TWIN_03SEP20_bruv5",4,1
"1956","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,"LARM","pacific staghorn sculpin","Leptocottus","armatus","Cottidae","Perciformes","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",4,"TWIN_03SEP20_bruv5",2,1
"1957","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv5",9,1
"1958","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv5",1,1
"1959","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv5",3,1
"1960","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv5",5,1
"1961","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"pacific mole crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv5",1,1
"1962","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"sea snail",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv5",1,1
"1963","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,5,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv5",2,1
"1964","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv6",13,1
"1965","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",4,"TWIN_03SEP20_bruv6",2,1
"1966","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv6",2,1
"1967","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,NA,"graceful rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv6",2,1
"1968","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv6",3,0
"1969","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,NA,"sea snail",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv6",1,1
"1970","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2020,"September",9,3,6,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_03SEP20_bruv6",1,1
"1971","Four","MPA","Four Mile","Central","Natural Bridges SMR","F","MPA","SMR",36.966251,-122.122732,"SMR",2019,"July",7,23,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"FOUR_23JUL19_bruv4",0,0
"1972","Four","MPA","Four Mile","Central","Natural Bridges SMR","F","MPA","SMR",36.966251,-122.122732,"SMR",2020,"July",7,17,3,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"FOUR_17JUL20_bruv3",0,0
"1973","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2019,"August",8,16,2,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_16AUG19_bruv2",0,0
"1974","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2019,"August",8,16,5,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_16AUG19_bruv2",0,0
"1975","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2020,"July",7,20,2,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_20JUL20_bruv2",0,0
"1976","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2020,"July",7,20,3,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_20JUL20_bruv3",0,0
"1977","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2020,"September",9,16,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_16SEP20_bruv4",0,0
"1978","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2020,"September",9,16,5,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_16SEP20_bruv5",0,0
"1979","Grey","Ref","Greyhound Rock","Central","Greyhound Rock SMCA","E","Reference","SMCA",37.078834,-122.265898,"SMCA",2020,"October",10,14,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"GREY_14OCT20_bruv6",0,0
"1980","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2019,"July",7,10,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_10JUL19_bruv6",0,0
"1981","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2019,"August",8,8,1,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_08AUG19_bruv1",0,0
"1982","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2019,"September",9,20,2,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_20SEP19_bruv2",0,0
"1983","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2019,"September",9,20,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_20SEP19_bruv4",0,0
"1984","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2019,"September",9,20,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_20SEP19_bruv6",0,0
"1985","Span","MPA","Spanish Bay","Central","Asilomar SMR","G","MPA","SMR",36.610587,-121.947606,"SMR",2020,"July",7,16,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"SPAN_16JUL20_bruv6",0,0
"1986","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"July",7,9,2,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_09JUL19_bruv2",0,0
"1987","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"July",7,9,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_09JUL19_bruv4",0,0
"1988","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"July",7,9,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_09JUL19_bruv6",0,0
"1989","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"August",8,28,2,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_28AUG19_bruv2",0,0
"1990","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2020,"August",8,31,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_31AUG20_bruv4",0,0
"1991","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2020,"August",8,31,5,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_31AUG20_bruv5",0,0
"1992","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2020,"October",10,10,3,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_10OCT20_bruv3",0,0
"1993","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2020,"October",10,10,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_10OCT20_bruv4",0,0
"1994","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"September",9,30,1,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_30SEP19_bruv1",0,0
"1995","Still","Ref","Stillwater Cove","Central","Carmel Bay SMCA","H","Reference","SMCA",36.566449,-121.942645,"SMCA",2019,"September",9,30,4,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"STIL_30SEP19_bruv4",0,0
"1996","Twin","Ref","Twin Lakes","Central","","F","Reference","",36.961376,-121.997296,"",2019,"October",10,2,6,NA,"no species observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"TWIN_02OCT19_bruv6",0,0
"1997","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,1,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_1",4,1
"1998","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,1,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",8,"Doran_2020730_1",1,1
"1999","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,1,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_1",7,1
"2000","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,1,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_1",1,0
"2001","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,2,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_2",6,1
"2002","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,2,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_2",8,1
"2003","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,2,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_2",1,0
"2004","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,3,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_3",5,1
"2005","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_3",2,1
"2006","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,3,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_3",6,1
"2007","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_3",4,0
"2008","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,4,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_4",6,1
"2009","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,4,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_4",10,1
"2010","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,4,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_4",1,0
"2011","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,4,NA,"harbor seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_4",1,1
"2012","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,5,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_5",8,1
"2013","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,5,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_5",1,1
"2014","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,5,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_5",6,1
"2015","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,5,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_5",2,0
"2016","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,5,NA,"harbor seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_5",1,1
"2017","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,6,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_6",6,1
"2018","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,6,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_6",6,1
"2019","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,6,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_6",1,0
"2020","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2020,"July",7,30,6,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2020730_6",1,1
"2021","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,1,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_1",3,1
"2022","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,2,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_2",2,1
"2023","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,2,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",8,"Doran_201981_2",1,1
"2024","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,2,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_2",2,1
"2025","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,2,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_2",1,0
"2026","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,2,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_2",1,1
"2027","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,3,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_3",1,1
"2028","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,3,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_3",2,1
"2029","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,4,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_4",2,1
"2030","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,4,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_4",3,1
"2031","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,5,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_5",2,1
"2032","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,6,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_6",3,1
"2033","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,6,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_6",4,1
"2034","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,1,6,NA,"hermit crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_201981_6",1,1
"2035","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,1,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_1",1,1
"2036","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,1,NA,"unknown decapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_1",1,0
"2037","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,2,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_2",1,1
"2038","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,3,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_3",1,1
"2039","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_3",1,1
"2040","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,3,NA,"harbor seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_3",1,1
"2041","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,4,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_4",2,1
"2042","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,4,NA,"bell jellies",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_4",1,1
"2043","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,4,NA,"harbor seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_4",1,1
"2044","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,5,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,8,"Doran_2019814_5",1,1
"2045","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,5,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_5",1,1
"2046","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,5,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_5",1,1
"2047","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,5,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_5",1,0
"2048","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,6,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_6",1,1
"2049","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,14,6,NA,"bell jellies",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019814_6",1,1
"2050","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,1,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019830_1",1,1
"2051","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,2,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019830_2",1,1
"2052","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,3,NA,"unknown flatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019830_3",2,1
"2053","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,3,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",8,"Doran_2019830_3",1,1
"2054","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,3,NA,"dungeness crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019830_3",2,1
"2055","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Doran_2019830_3",1,0
"2056","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,4,"AKOE","calico surfperch","Amphistichus","koelzi","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",8,"Doran_2019830_4",1,1
"2057","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,4,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,8,"Doran_2019830_4",1,0
"2058","Dora","Ref","Doran","North","","D","Reference","",38.313565,-123.03814,"",2019,"August",8,30,4,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,8,"Doran_2019830_4",1,1
